"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"93" "2013-06-08" NA NA NA NA NA NA NA NA
"92" "2013-06-01" NA NA NA NA NA NA NA NA
"91" "2013-05-25" NA NA NA NA NA NA NA NA
"90" "2013-05-18" NA NA NA NA NA NA NA NA
"89" "2013-05-11" NA NA NA NA NA NA NA NA
"88" "2013-05-04" NA NA NA NA NA NA NA NA
"87" "2013-04-27" NA NA NA NA NA NA NA NA
"86" "2013-04-20" NA NA NA NA NA NA NA NA
"85" "2013-04-13" NA NA NA NA NA NA NA NA
"84" "2013-04-06" NA NA NA NA NA NA NA NA
"83" "2013-03-30" NA NA NA NA NA NA NA NA
"82" "2013-03-23" NA NA NA NA NA NA NA NA
"81" "2013-03-16" NA NA NA NA NA NA NA NA
"80" "2013-03-09" NA NA NA NA NA NA NA NA
"79" "2013-03-02" NA NA NA NA NA NA NA NA
"78" "2013-02-23" NA NA NA NA NA NA NA NA
"77" "2013-02-16" NA NA NA NA NA NA NA NA
"76" "2013-02-09" NA NA NA NA NA NA NA NA
"75" "2013-02-02" NA NA NA NA NA NA NA NA
"74" "2013-01-26" NA NA NA NA NA NA NA NA
"73" "2013-01-12" NA NA NA NA NA NA NA NA
"72" "2013-01-05" NA NA NA NA NA NA NA NA
"71" "2012-12-29" NA NA NA NA NA NA NA NA
"70" "2012-12-22" NA NA NA NA NA NA NA NA
"69" "2012-12-15" NA NA NA NA NA NA NA NA
"68" "2012-12-08" NA NA NA NA NA NA NA NA
"67" "2012-11-24" NA NA NA NA NA NA NA NA
"66" "2012-11-17" NA NA NA NA NA NA NA NA
"65" "2012-11-10" NA NA NA NA NA NA NA NA
"64" "2012-11-03" NA NA NA NA NA NA NA NA
"63" "2012-10-27" NA NA NA NA NA NA NA NA
"62" "2012-10-20" NA NA NA NA NA NA NA NA
"61" "2012-10-13" NA NA NA NA NA NA NA NA
"60" "2012-10-06" NA NA NA NA NA NA NA NA
"59" "2012-09-29" NA NA NA NA NA NA NA NA
